"","firstname","count","taux_sm","taux_ab","taux_b","taux_tb","taux_fel"
"24652","Tristance",1,1,0,0,0,0
"24653","Trocador",1,1,0,0,0,0
"24654","Trochon",1,0,0,0,1,0
"24655","Troger",1,0,0,1,0,0
"24656","Trompetero",1,0,0,0,1,0
"24657","Troncoso",1,1,0,0,0,0
"24658","Trong",1,0,0,0,1,0
"24659","Tropee",1,0,0,0,0,1
"24660","Tropiano",1,0,0,0,0,1
"24661","Trouchaud",1,1,0,0,0,0
"24662","Troudet",1,0,0,0,1,0
"24663","Trouillas",1,0,0,0,1,0
"24664","Troulé",1,0,0,1,0,0
"24665","Troyaux",1,0,0,1,0,0
"24666","Trung",1,0,0,0,0,1
"24667","Truong",2,0,0,0,0.5,0.5
"24668","Tryphose",1,0,0,1,0,0
"24669","Tryphène",1,0,1,0,0,0
"24670","Trystan",22,0.0909090909090909,0.181818181818182,0.545454545454545,0.0909090909090909,0.0909090909090909
"24671","Trznadel",1,0,0,0,1,0
"24672","Trécy",1,1,0,0,0,0
"24673","Trégoat",1,0,1,0,0,0
"24674","Trésie-Romance",1,0,0,1,0,0
"24675","Trévis",1,0,0,0,1,0
"24676","Trévoëdal",1,0,0,0,0,1
"24677","Trévys",1,0,1,0,0,0
"24678","Tsamo",1,0,1,0,0,0
"24679","Tsang",1,0,1,0,0,0
"24680","Tsanta",1,0,0,1,0,0
"24681","Tsao",2,0,0,0.5,0,0.5
"24682","Tsaralahy",1,0,0,1,0,0
"24683","Tschan",1,0,0,1,0,0
"24684","Tsegazeab",1,1,0,0,0,0
"24685","Tsen",1,0,1,0,0,0
"24686","Tsetsengoo",1,1,0,0,0,0
"24687","Tshamala",1,0,0,1,0,0
"24688","Tshia-Mbuyi",1,0,1,0,0,0
"24689","Tshiawu",1,1,0,0,0,0
"24690","Tshibamba",1,0,0,1,0,0
"24691","Tshiela",1,0,0,0,1,0
"24692","Tshimpuma",1,0,0,1,0,0
"24693","Tshishimbi",1,1,0,0,0,0
"24694","Tshitenge",3,0,0,0.666666666666667,0.333333333333333,0
"24695","Tsiky",3,0.666666666666667,0.333333333333333,0,0,0
"24696","Tsilavonimerina",1,0,0,1,0,0
"24697","Tsiory",1,0,0,0,0,1
"24698","Tsiphora",1,0,0,1,0,0
"24699","Tsipora",1,1,0,0,0,0
"24700","Tsiry",1,0,0,1,0,0
"24701","Tsivia",1,1,0,0,0,0
"24702","Tsounga",1,1,0,0,0,0
"24703","Tsourah",1,0,0,0,1,0
"24704","Tspgue",1,0,1,0,0,0
"24705","Ttotte",1,0,0,0,1,0
"24706","Tu",1,0,0,0,1,0
"24707","Tuan",2,1,0,0,0,0
"24708","Tuana",14,0.428571428571429,0.357142857142857,0.142857142857143,0.0714285714285714,0
"24709","Tuarze",1,0,0,0,0,1
"24710","Tuch",1,0,0,0,0,1
"24711","Tucoulat",1,0,0,0,0,1
"24712","Tudal",1,0,0,0,1,0
"24713","Tudor",1,0,0,0,1,0
"24714","Tudoux",1,0,0,0,0,1
"24715","Tudual",2,0,0,0.5,0,0.5
"24716","Tudy",2,0.5,0,0,0.5,0
"24717","Tufenkdjian",1,0,0,0,1,0
"24718","Tugay",1,0,1,0,0,0
"24719","Tugba",3,0.666666666666667,0.333333333333333,0,0,0
"24720","Tugdual",5,0.2,0,0.4,0,0.4
"24721","Tuitoa",2,0,0,0,1,0
"24722","Tuki",1,0,1,0,0,0
"24723","Tukiesa",1,0,1,0,0,0
"24724","Tukilonga",1,1,0,0,0,0
"24725","Tukua",1,0,0,1,0,0
"24726","Tula",1,0,0,0,0,1
"24727","Tumahine",1,0,0,0,1,0
"24728","Tunahan",1,0,1,0,0,0
"24729","Tuqa",1,0,1,0,0,0
"24730","Turan",1,0,0,1,0,0
"24731","Turgut",1,0,1,0,0,0
"24732","Turino",1,0,1,0,0,0
"24733","Turio",1,0,0,0,1,0
"24734","Turkan",1,1,0,0,0,0
"24735","Turmet",1,0,0,1,0,0
"24736","Turqui",1,0,0,0,0,1
"24737","Turquier",1,1,0,0,0,0
"24738","Tusevo",1,1,0,0,0,0
"24739","Tusoli",1,0,0,0,0,1
"24740","Tuzet",1,1,0,0,0,0
"24741","Tuân",1,0,0,1,0,0
"24742","Txomin",4,0,0,0.5,0.25,0.25
"24743","Tya",16,0.1875,0.25,0.3125,0.125,0.125
"24744","Tyago",1,1,0,0,0,0
"24745","Tyam",1,0,1,0,0,0
"24746","Tyan",1,1,0,0,0,0
"24747","Tyana",6,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0
"24748","Tyanna",1,0,1,0,0,0
"24749","Tyara",1,0,0,0,1,0
"24750","Tybald",1,0,0,1,0,0
"24751","Tybalt",2,0,0,0,0.5,0.5
"24752","Tybault",1,0,0,0,1,0
"24753","Tybo",4,0.25,0.5,0,0.25,0
"24754","Tychique",1,1,0,0,0,0
"24755","Tycia",1,0,0,0,1,0
"24756","Tyfaine",5,0.2,0.4,0.2,0.2,0
"24757","Tyfen",1,0,0,0,1,0
"24758","Tyfene",3,0,0.666666666666667,0.333333333333333,0,0
"24759","Tyfenn",7,0.142857142857143,0,0.428571428571429,0.142857142857143,0.285714285714286
"24760","Tyffanie",1,0,1,0,0,0
"24761","Tyffen",1,0,0,0,1,0
"24762","Tyffene",2,0,0.5,0,0.5,0
"24763","Tyffèn",1,0,1,0,0,0
"24764","Tyfène",3,0.333333333333333,0.333333333333333,0.333333333333333,0,0
"24765","Tyhana",1,1,0,0,0,0
"24766","Tyhana-Gabriela",1,1,0,0,0,0
"24767","Tyhiane",1,0,1,0,0,0
"24768","Tylan",6,0.5,0.333333333333333,0.166666666666667,0,0
"24769","Tylana",1,0,1,0,0,0
"24770","Tylann",3,0.666666666666667,0.333333333333333,0,0,0
"24771","Tyldeine",1,0,0,1,0,0
"24772","Tyler",10,0.3,0.3,0.4,0,0
"24773","Tylia",8,0.25,0.125,0.25,0.375,0
"24774","Tyliam",1,0,0,0,1,0
"24775","Tylian",18,0.333333333333333,0.333333333333333,0.222222222222222,0.111111111111111,0
"24776","Tyliann",6,0.166666666666667,0,0.833333333333333,0,0
"24777","Tylie",1,0,1,0,0,0
"24778","Tylio",8,0.125,0.5,0.125,0,0.25
"24779","Tyll",1,0,1,0,0,0
"24780","Tyloo",1,0,1,0,0,0
"24781","Tylor",1,0,0,0,0,1
"24782","Tyloë",1,0,1,0,0,0
"24783","Tyléo",1,0,0,0,1,0
"24784","Tym",1,0,0,1,0,0
"24785","Tymaé",1,1,0,0,0,0
"24786","Tymaël",1,0,1,0,0,0
"24787","Tymea",1,0,0,1,0,0
"24788","Tymeo",11,0.0909090909090909,0.181818181818182,0.363636363636364,0.363636363636364,0
"24789","Tymhéo",1,1,0,0,0,0
"24790","Tymi",1,0,0,1,0,0
"24791","Tymote",1,0,0,0,1,0
"24792","Tymoteus",1,0,0,0,1,0
"24793","Tymothe",1,1,0,0,0,0
"24794","Tymothé",5,0.2,0.4,0.4,0,0
"24795","Tymothée",1,0,0,1,0,0
"24796","Tymoté",2,0,0,0.5,0.5,0
"24797","Tymur",1,1,0,0,0,0
"24798","Tyméa",3,0,0.333333333333333,0,0.666666666666667,0
"24799","Tyméo",67,0.238805970149254,0.328358208955224,0.283582089552239,0.134328358208955,0.0149253731343284
"24800","Tyna",1,0,0,0,1,0
"24801","Tynlé",1,0,0,0,1,0
"24802","Tyno",5,0.6,0.2,0,0.2,0
"24803","Typhaine",23,0.173913043478261,0.260869565217391,0.391304347826087,0.173913043478261,0
"24804","Typhanie",3,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"24805","Typhen",3,0,1,0,0,0
"24806","Typhène",3,0,0,0.333333333333333,0.333333333333333,0.333333333333333
"24807","Tyra",1,0,1,0,0,0
"24808","Tyreese",1,1,0,0,0,0
"24809","Tyrese",1,1,0,0,0,0
"24810","Tyrian",1,0,0,0,1,0
"24811","Tyrick",2,0,0,0,1,0
"24812","Tyron",13,0.384615384615385,0.461538461538462,0.0769230769230769,0.0769230769230769,0
"24813","Tyrone",2,0,1,0,0,0
"24814","Tyson",1,1,0,0,0,0
"24815","Tyssia",3,0,0.333333333333333,0.333333333333333,0.333333333333333,0
"24816","Tythwouan",1,1,0,0,0,0
"24817","Tyto",1,0,1,0,0,0
"24818","Tytouan",6,0.166666666666667,0,0.333333333333333,0.333333333333333,0.166666666666667
"24819","Tywen",2,0,1,0,0,0
"24820","Tywenn",1,0,1,0,0,0
"24821","Tyziana",1,0,0,1,0,0
"24822","Téa",16,0,0.1875,0.25,0.5,0.0625
"24823","Téa-Léony",1,0,0,0,1,0
"24824","Téana",2,0,0.5,0.5,0,0
"24825","Téane",1,0,0,0,0,1
"24826","Téha",1,0,0,1,0,0
"24827","Téhani",1,0,0,0,1,0
"24828","Téhérani",2,0,0,1,0,0
"24829","Téklé",1,0,0,0,1,0
"24830","Télia",3,0.333333333333333,0,0.666666666666667,0,0
"24831","Télio",6,0,0.333333333333333,0.333333333333333,0.333333333333333,0
"24832","Télo",1,0,1,0,0,0
"24833","Télyah",1,0,0,0,1,0
"24834","Télémaque",1,1,0,0,0,0
"24835","Témoé",2,0,0,0.5,0,0.5
"24836","Téméo",1,0,1,0,0,0
"24837","Ténin",1,0,0,1,0,0
"24838","Ténéis",1,0,0,1,0,0
"24839","Téo",126,0.158730158730159,0.222222222222222,0.341269841269841,0.198412698412698,0.0793650793650794
"24840","Téodor",1,0,1,0,0,0
"24841","Téodora",2,1,0,0,0,0
"24842","Téofann",1,0,0,0,1,0
"24843","Téofil",1,0,0,1,0,0
"24844","Téoh",1,0,1,0,0,0
"24845","Téoman",2,0,0,0.5,0.5,0
"24846","Téotim",3,0,0.333333333333333,0.333333333333333,0.333333333333333,0
"24847","Téovanh",1,0,0,0,0,1
"24848","Térel",1,0,0,1,0,0
"24849","Térence",12,0.166666666666667,0.25,0.333333333333333,0.166666666666667,0.0833333333333333
"24850","Téri",1,0,0,0,1,0
"24851","Téva",3,0,0,0.666666666666667,0.333333333333333,0
"24852","Tévhy",1,0,0,1,0,0
"24853","Tézio",1,0,0,1,0,0
"24854","Têsnim",1,0,0,0,1,0
"24855","Tïa",5,0.4,0,0,0.2,0.4
"24856","Tïana",3,0,0.333333333333333,0.333333333333333,0.333333333333333,0
"24857","Ubejd",1,0,0,1,0,0
"24858","Udane",1,0,0,1,0,0
"24859","Udo",2,0,0,0.5,0,0.5
"24860","Udyan",1,1,0,0,0,0
"24861","Ufuk",1,0,1,0,0,0
"24862","Ugo",61,0.19672131147541,0.245901639344262,0.19672131147541,0.311475409836066,0.0491803278688525
"24863","Ugolin",1,0,0,1,0,0
"24864","Ugolini",1,0,0,1,0,0
"24865","Ugur",1,0,1,0,0,0
"24866","Ugur-Ali",1,0,0,1,0,0
"24867","Uhaina",4,0.25,0.5,0.25,0,0
"24868","Uhlen",1,0,0,0,0,1
"24869","Uhrin",1,0,0,0,0,1
"24870","Ulas",1,0,0,1,0,0
"24871","Uliana",1,0,0,1,0,0
"24872","Ulkin",2,0,0,1,0,0
"24873","Ulm",1,0,0,1,0,0
"24874","Ulric",2,0,0,0.5,0.5,0
"24875","Ulrich",1,0,1,0,0,0
"24876","Ulrick",2,0.5,0,0.5,0,0
"24877","Ulriss",1,0,0,1,0,0
"24878","Ultreia",1,0,0,0,0,1
"24879","Ulyss",1,1,0,0,0,0
"24880","Ulysse",45,0.111111111111111,0.244444444444444,0.155555555555556,0.222222222222222,0.266666666666667
"24881","Ulysse-Gabriel",1,0,1,0,0,0
"24882","Ulyssia",2,1,0,0,0,0
"24883","Uma",1,0,0,0,0,1
"24884","Umar",1,1,0,0,0,0
"24885","Umbelina",1,0,0,1,0,0
"24886","Umit",4,0,0,1,0,0
"24887","Umit-Yasin",1,0,1,0,0,0
"24888","Ummeyir",1,0,0,1,0,0
"24889","Ummubeyza",1,1,0,0,0,0
"24890","Ummü-Gülsüm",1,1,0,0,0,0
"24891","Umnéyah",1,0,0,1,0,0
"24892","Umut",5,0.2,0.4,0,0.4,0
"24893","Umut-Can",1,1,0,0,0,0
"24894","Umut-Efe",1,0,0,1,0,0
"24895","Umut-Julien",2,1,0,0,0,0
"24896","Una",1,0,0,0,1,0
"24897","Unai",6,0.166666666666667,0.5,0.333333333333333,0,0
"24898","Uppal",1,0,1,0,0,0
"24899","Uras",1,0,0,0,1,0
"24900","Urbain",1,0,0,1,0,0
"24901","Urbinatti",1,0,0,1,0,0
"24902","Urchulutegui",1,0,0,1,0,0
"24903","Urel",1,0,0,1,0,0
"24904","Uriah",1,0,0,1,0,0
"24905","Uribe",1,0,1,0,0,0
"24906","Uriel",2,0.5,0.5,0,0,0
"24907","Uriell",1,0,0,0,0,1
"24908","Urielle",3,0,0.333333333333333,0.333333333333333,0,0.333333333333333
"24909","Urios",1,0,0,1,0,0
"24910","Urlet",1,0,1,0,0,0
"24911","Uros",1,0,0,0,1,0
"24912","Urquidi",1,0,0,1,0,0
"24913","Ursot",1,1,0,0,0,0
"24914","Ursula",1,0,0,0,1,0
"24915","Urtasun",1,0,0,0,0,1
"24916","Uruena",1,0,0,1,0,0
"24917","Uruga",1,1,0,0,0,0
"24918","Urvoy",1,0,0,1,0,0
"24919","Uscain",1,0,0,0,1,0
"24920","Ussel",1,0,0,1,0,0
"24921","Usuman",1,0,0,0,1,0
"24922","Utiel",1,1,0,0,0,0
"24923","Utku",2,0,1,0,0,0
"24924","Utrilla",1,0,0,1,0,0
"24925","Utéza",1,0,1,0,0,0
"24926","Uwayezu",1,0,1,0,0,0
"24927","Uzor",1,0,0,1,0,0
"24928","Vaast",1,0,0,1,0,0
"24929","Vachal",1,1,0,0,0,0
"24930","Vachat",1,0,0,0,0,1
"24931","Vacher",2,0,0,0,0.5,0.5
"24932","Vacherie",1,1,0,0,0,0
"24933","Vadepied",1,0,1,0,0,0
"24934","Vadim",43,0.0697674418604651,0.162790697674419,0.302325581395349,0.255813953488372,0.209302325581395
"24935","Vadinho",1,0,0,0,0,1
"24936","Vadon",1,0,0,1,0,0
"24937","Vaea",1,0,0,0,1,0
"24938","Vaehina",1,0,0,0,1,0
"24939","Vahemitie",1,0,1,0,0,0
"24940","Vahé",2,0,0,0,0.5,0.5
"24941","Vaiana",2,0.5,0.5,0,0,0
"24942","Vail",1,0,0,1,0,0
"24943","Vaillant",4,0.5,0.5,0,0,0
"24944","Vailly",1,0,0,0,0,1
"24945","Vairani",1,1,0,0,0,0
"24946","Vairet",1,1,0,0,0,0
"24947","Vaissiere",3,0,0.333333333333333,0.666666666666667,0,0
"24948","Vaissière",1,0,0,0,0,1
"24949","Vaitea",1,0,1,0,0,0
"24950","Vakha",1,1,0,0,0,0
"24951","Vako",1,0,0,0,1,0
"24952","Val",1,0,0,0,1,0
"24953","Valadares",1,1,0,0,0,0
"24954","Valarcher",1,1,0,0,0,0
"24955","Valdenaire",1,0,1,0,0,0
"24956","Vale",1,0,1,0,0,0
"24957","Valence",1,0,0,0,0,1
"24958","Valencia",1,0,1,0,0,0
"24959","Valenti",1,0,0,0,1,0
"24960","Valentin",559,0.153846153846154,0.211091234347048,0.322003577817531,0.211091234347048,0.101967799642218
"24961","Valentina",10,0.1,0,0.2,0.3,0.4
"24962","Valentine",254,0.0590551181102362,0.141732283464567,0.232283464566929,0.326771653543307,0.240157480314961
"24963","Valentino",12,0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.166666666666667
"24964","Valentyna",1,1,0,0,0,0
"24965","Valere",1,1,0,0,0,0
"24966","Valeria",5,0.4,0,0.2,0.2,0.2
"24967","Valerian",2,0,0,0.5,0.5,0
"24968","Valeriia",1,0,1,0,0,0
"24969","Valerijs",2,0,1,0,0,0
"24970","Valerio",1,0,0,0,0,1
"24971","Valero",1,0,1,0,0,0
"24972","Valery",1,0,0,0,0,1
"24973","Valesova",1,0,1,0,0,0
"24974","Valette",2,0,1,0,0,0
"24975","Valisoa",1,0,0,0,0,1
"24976","Valkre",1,0,0,0,1,0
"24977","Vall",1,0,1,0,0,0
"24978","Valladont",1,0,0,1,0,0
"24979","Valle",2,0.5,0,0.5,0,0
"24980","Vallee-Guiffault",1,0,0,1,0,0
"24981","Vallet",1,0,0,1,0,0
"24982","Valliamee",1,0,0,1,0,0
"24983","Vallée",1,0,0,0,1,0
"24984","Valois",1,0,0,0,1,0
"24985","Valorys",1,1,0,0,0,0
"24986","Valour",1,0,0,1,0,0
"24987","Valtaer",1,0,0,1,0,0
"24988","Valton",1,0,1,0,0,0
"24989","Valy",3,0,0.333333333333333,0,0.666666666666667,0
"24990","Valzer",2,0,0,1,0,0
"24991","Valène",2,0,1,0,0,0
"24992","Valère",3,0,0.333333333333333,0.333333333333333,0,0.333333333333333
"24993","Valéran",1,0,0,1,0,0
"24994","Valéria",3,0,0,0,0.666666666666667,0.333333333333333
"24995","Valérian",18,0.166666666666667,0.111111111111111,0.5,0.166666666666667,0.0555555555555556
"24996","Valérie",1,0,0,1,0,0
"24997","Valériia",1,1,0,0,0,0
"24998","Vamory",1,0,0,1,0,0
"24999","Van",1,0,0,0,0,1
"25000","Van-Gansbeke",1,0,1,0,0,0
"25001","Van-Hecke",1,0,1,0,0,0
"25002","Van-Sam",1,0,1,0,0,0
"25003","Vanamoudou",2,0,0.5,0,0,0.5
"25004","Vanbesien",1,0,0,1,0,0
"25005","Vanceslas",1,0,0,0,1,0
"25006","Vanda",1,0,0,0,1,0
"25007","Vandebrouck",2,0,0,0,1,0
"25008","Vandenhende",1,0,0,1,0,0
"25009","Vandevelde",1,0,0,1,0,0
"25010","Vandewaeter",1,1,0,0,0,0
"25011","Vanel",2,0,0,0,0.5,0.5
"25012","Vanesa",2,0,0.5,0,0.5,0
"25013","Vanessa",25,0.2,0.28,0.08,0.24,0.2
"25014","Vanesse",1,0,1,0,0,0
"25015","Vanga",1,0,0,1,0,0
"25016","Vanguélina",1,0,0,0,0,1
"25017","Vanheule",1,0,1,0,0,0
"25018","Vanhove",1,0,1,0,0,0
"25019","Vanhée",1,0,0,0,1,0
"25020","Vanig",1,0,0,1,0,0
"25021","Vanille",4,0,0.5,0.5,0,0
"25022","Vanina",3,0.333333333333333,0,0.666666666666667,0,0
"25023","Vaninah-Liucy",1,0,0,1,0,0
"25024","Vankira",1,0,1,0,0,0
"25025","Vanlierde",1,1,0,0,0,0
"25026","Vannerot",1,0,0,1,0,0
"25027","Vanneste",1,0,0,1,0,0
"25028","Vannier",1,0,1,0,0,0
"25029","Vannina",1,0,0,0,1,0
"25030","Vannucci",2,0,0,1,0,0
"25031","Vanrapenbusch",1,0,0,1,0,0
"25032","Vanshika",1,0,0,0,0,1
"25033","Vanylle",1,1,0,0,0,0
"25034","Vanélia",1,0,0,0,1,0
"25035","Varaldo",1,0,0,0,1,0
"25036","Varandas",1,1,0,0,0,0
"25037","Varanna",1,0,0,0,1,0
"25038","Vardan",5,0,0.4,0.2,0,0.4
"25039","Varela",3,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"25040","Varenne",1,1,0,0,0,0
"25041","Varin",1,0,0,1,0,0
"25042","Varlet",1,0,0,0,1,0
"25043","Varnat",1,0,0,0,1,0
"25044","Varona",1,0,0,1,0,0
"25045","Varoux",1,0,0,1,0,0
"25046","Vasco",7,0.142857142857143,0.428571428571429,0.142857142857143,0.142857142857143,0.142857142857143
"25047","Vasileios",1,0,0,0,0,1
"25048","Vasoodaven",1,0,0,1,0,0
"25049","Vassas",1,0,1,0,0,0
"25050","Vasseur",1,1,0,0,0,0
"25051","Vassili",7,0.142857142857143,0.285714285714286,0.142857142857143,0.285714285714286,0.142857142857143
"25052","Vassily",3,0,0,0,0.666666666666667,0.333333333333333
"25053","Vassima",1,1,0,0,0,0
"25054","Vatel",2,1,0,0,0,0
"25055","Vatry",1,1,0,0,0,0
"25056","Vaubourg",1,0,0,0,0,1
"25057","Vauchel",1,0,0,0,1,0
"25058","Vaudable",2,0,0,0.5,0.5,0
"25059","Vaudin",1,0,0,0,0,1
"25060","Vauge",1,0,1,0,0,0
"25061","Vaugeois",1,0,0,0,1,0
"25062","Vauquelin",1,0,0,0,0,1
"25063","Vauriot",1,0,0,0,1,0
"25064","Vaury",1,1,0,0,0,0
"25065","Vauthier",1,0,0,0,1,0
"25066","Vautier",1,0,0,0,0,1
"25067","Vautrelle",2,0,0,1,0,0
"25068","Vautrin",1,0,0,0,1,0
"25069","Vavasseur",2,0,0,1,0,0
"25070","Vaxelaire",1,1,0,0,0,0
"25071","Vayer",2,0,0,0,1,0
"25072","Vayeratta",1,0,0,1,0,0
"25073","Vayk",1,0,1,0,0,0
"25074","Vaz",5,0.2,0.2,0.2,0.4,0
"25075","Vazquez",3,0,0.333333333333333,0,0,0.666666666666667
"25076","Vaéa",1,0,0,0,0,1
"25077","Vaïa",1,0,1,0,0,0
"25078","Vaïana",1,0,0,1,0,0
"25079","Vaïhinina",1,0,1,0,0,0
"25080","Veck",1,0,0,1,0,0
"25081","Vedova",1,0,0,0,1,0
"25082","Vedran",1,0,0,1,0,0
"25083","Vee",1,0,0,1,0,0
"25084","Veen",1,0,1,0,0,0
"25085","Vega",1,0,0,0,0,1
"25086","Veiga",1,1,0,0,0,0
"25087","Veillo",1,0,0,1,0,0
"25088","Velasco",1,0,0,0,1,0
"25089","Velde",1,0,0,0,1,0
"25090","Velge",1,0,0,0,1,0
"25091","Veli-Yasin",2,0,1,0,0,0
"25092","Velina",1,0,0,0,0,1
"25093","Velori",1,0,1,0,0,0
"25094","Veloso",3,0.666666666666667,0,0.333333333333333,0,0
"25095","Vely",1,0,0,0,0,1
"25096","Ven",2,0,0,0,0,1
"25097","Venceslas",1,0,1,0,0,0
"25098","Vendrell",1,0,1,0,0,0
"25099","Veneroso",1,0,0,1,0,0
"25100","Veneziano",1,1,0,0,0,0
"25101","Venier",1,0,1,0,0,0
"25102","Venitia",2,0,1,0,0,0
"25103","Venner",1,0,0,0,0,1
"25104","Vennet",2,0,0,1,0,0
"25105","Ventelon",1,0,1,0,0,0
"25106","Ventura",2,0,0,0.5,0,0.5
"25107","Vera",1,0,0,1,0,0
"25108","Vercesi",1,0,0,0,1,0
"25109","Verchel",1,0,0,0,0,1
"25110","Vercken",1,0,1,0,0,0
"25111","Verdaguer",1,1,0,0,0,0
"25112","Verdet",1,0,1,0,0,0
"25113","Verdier",3,0.333333333333333,0,0.666666666666667,0,0
"25114","Verdillan",1,0,1,0,0,0
"25115","Verdu",1,0,0,0,0,1
"25116","Vereecque",1,0,0,1,0,0
"25117","Verger",1,0,0,1,0,0
"25118","Verges",1,0,0,0,0,1
"25119","Vergez",1,0,1,0,0,0
"25120","Vergnes",2,0,0.5,0.5,0,0
"25121","Verheyden",1,0,0,0,1,0
"25122","Verissimo",1,0,0,1,0,0
"25123","Verlaine",3,0,0,0.333333333333333,0.333333333333333,0.333333333333333
"25124","Vermesse",1,0,1,0,0,0
"25125","Vermeulen",2,0.5,0,0,0.5,0
"25126","Vermot-Gauchy",1,0,0,0,1,0
"25127","Verna",1,0,0,0,1,0
"25128","Vernay",3,0,0.666666666666667,0,0.333333333333333,0
"25129","Vernaz",1,0,1,0,0,0
"25130","Vernazza",1,0,0,0,1,0
"25131","Verne",1,0,0,0,1,0
"25132","Verneret",1,0,0,1,0,0
"25133","Vernerey",1,0,0,1,0,0
"25134","Vernet",3,0.333333333333333,0.333333333333333,0,0,0.333333333333333
"25135","Verney",1,0,0,0,0,1
"25136","Vernier",1,0,1,0,0,0
"25137","Vernusse",1,0,0,1,0,0
"25138","Veronica",1,0,0,1,0,0
"25139","Veronika",7,0.142857142857143,0.428571428571429,0.142857142857143,0.285714285714286,0
"25140","Veronique",1,0,1,0,0,0
"25141","Verove",1,1,0,0,0,0
"25142","Verstraete",1,0,0,1,0,0
"25143","Vertot",1,0,0,0,1,0
"25144","Verwicht",1,0,0,1,0,0
"25145","Veschambre",1,0,1,0,0,0
"25146","Vesda",2,0,0,0,1,0
"25147","Veshkov",1,0,0,0,1,0
"25148","Vesile",1,0,0,0,1,0
"25149","Vesna",1,0,0,1,0,0
"25150","Vesoul",1,0,0,0,1,0
"25151","Vettard",1,0,0,1,0,0
"25152","Veysel",1,0,1,0,0,0
"25153","Veyssiere",1,0,1,0,0,0
"25154","Vezier",1,0,0,0,1,0
"25155","Via",1,1,0,0,0,0
"25156","Viala",2,0.5,0,0.5,0,0
"25157","Vialaneix",1,1,0,0,0,0
"25158","Vialard",1,1,0,0,0,0
"25159","Vialle",1,0,0,0,1,0
"25160","Vianey",1,0,1,0,0,0
"25161","Vianhe",1,0,1,0,0,0
"25162","Vianney",29,0.172413793103448,0.103448275862069,0.172413793103448,0.172413793103448,0.379310344827586
"25163","Viard",1,0,1,0,0,0
"25164","Viaud",1,0,0,0,1,0
"25165","Viazzo",1,0,0,0,1,0
"25166","Vibert",2,0.5,0,0.5,0,0
"25167","Vicente",3,0,0,0,1,0
"25168","Vicenzo",1,1,0,0,0,0
"25169","Vicenç",1,0,0,0,0,1
"25170","Vich",1,0,0,1,0,0
"25171","Vichenzo",2,1,0,0,0,0
"25172","Vick",1,0,1,0,0,0
"25173","Vickie",3,0,0,0.333333333333333,0.333333333333333,0.333333333333333
"25174","Vicky",9,0.222222222222222,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111
"25175","Vicrobeck",1,0,0,0,0,1
"25176","Victoire",161,0.0683229813664596,0.111801242236025,0.260869565217391,0.279503105590062,0.279503105590062
"25177","Victor",514,0.108949416342412,0.182879377431907,0.315175097276265,0.219844357976654,0.173151750972763
"25178","Victoria",153,0.117647058823529,0.235294117647059,0.215686274509804,0.235294117647059,0.196078431372549
"25179","Victoria-Marie",1,0,0,0,1,0
"25180","Victorien",7,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286
"25181","Victorin",2,0,0.5,0,0,0.5
"25182","Victorina",1,0,1,0,0,0
"25183","Victorine",17,0,0.235294117647059,0.352941176470588,0.176470588235294,0.235294117647059
"25184","Victorino",2,0,1,0,0,0
"25185","Vidal",3,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"25186","Vidaurre",1,0,0,0,1,0
"25187","Vidili",2,0,0.5,0.5,0,0
"25188","Vidjannangni",1,0,1,0,0,0
"25189","Vidoz",1,0,0,0,1,0
"25190","Viduja",1,0,0,0,0,1
"25191","Viegas",2,0,0.5,0,0.5,0
"25192","Vieillard",1,0,1,0,0,0
"25193","Vieira",16,0.25,0.1875,0.375,0.125,0.0625
"25194","Viel",3,0,0,0.333333333333333,0.333333333333333,0.333333333333333
"25195","Viela",1,0,1,0,0,0
"25196","Vielleuse",1,0,1,0,0,0
"25197","Viem",1,0,1,0,0,0
"25198","Vienne",1,0,1,0,0,0
"25199","Viera",1,0,0,0,1,0
"25200","Viet",1,1,0,0,0,0
"25201","Vietti",1,0,0,0,1,0
"25202","Vieu",1,0,0,0,0,1
"25203","Viggo",4,0.25,0.25,0.25,0.25,0
"25204","Vigier",1,0,0,1,0,0
"25205","Vignal",1,0,0,0,0,1
"25206","Vignaux",1,0,1,0,0,0
"25207","Vigne",1,0,1,0,0,0
"25208","Vigneau",3,0,0.333333333333333,0,0,0.666666666666667
"25209","Vigneront",1,0,0,0,1,0
"25210","Vignerot",1,0,0,1,0,0
"25211","Vignol",1,0,0,0,0,1
"25212","Vigny",1,0,0,0,1,0
"25213","Vigo",1,0,0,1,0,0
"25214","Vigouroux",1,0,0,1,0,0
"25215","Viguié",1,0,0,0,0,1
"25216","Vija",1,0,0,0,0,1
"25217","Vika",2,0.5,0,0.5,0,0
"25218","Viknesh",1,1,0,0,0,0
"25219","Viktor",22,0.181818181818182,0.181818181818182,0.409090909090909,0.227272727272727,0
"25220","Viktoria",9,0.111111111111111,0.222222222222222,0.333333333333333,0.222222222222222,0.111111111111111
